Name;Price;Link;Image;Availability;Source
Pachet Sampon antimatreata Novophane K, 125 ml + 125 ml, Acm;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/antimatreata/pachet-sampon-antimatreata-novophane-k-125-ml-125-ml-acm-p357395;https://media.farmaciatei.ro/gallery/36740/pachet-sampon-antimatreata-novophane-k-125-ml-125-ml-acm-9004.jpg;false;Farmacia Tei
Sampon tratament antimatreata par normal gras, 200 ml, Bioscalin;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/antimatreata/sampon-tratament-antimatreata-par-normal-gras-200-ml-bioscalin-p357401;https://media.farmaciatei.ro/gallery/36754/sampon-tratament-antimatreata-par-nomal-gras-200-ml-bioscalin-4215.jpg;false;Farmacia Tei
Sampon reechilibrant DS Hair, 50 ml, Uriage;N/A;https://comenzi.farmaciatei.ro/dermato-cosmetice/par/matreata/sampon-reechilibrant-ds-hair-50-ml-uriage-p362419;https://media.farmaciatei.ro/gallery/53492/sampon-reechilibrant-ds-hair-50-ml-uriage-5201.jpg;false;Farmacia Tei
Tratament pentru scalp gras, 45 ml, Moroccanoil;N/A;https://comenzi.farmaciatei.ro/cosmetice-premium/moroccanoil/ulei-tratament-pentru-par/tratament-pentru-scalp-gras-45-ml-moroccanoil-p335700;https://media.farmaciatei.ro/gallery/31702/tratament-pentru-scalp-gras-45-ml-moroccanoil-9772.png;false;Farmacia Tei
Sampon purifiant pentru scalp gras Phytocedrat, 200 ml, Phyto;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-purifiant-pentru-scalp-gras-phytocedrat-200-ml-phyto-p330547;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-purifiant-pentru-scalp-gras-phytocedrat-200-ml-phyto-10051655.png;false;Farmacia Tei
Sampon Antiseboree barbati, 200 ml, Labo;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-antiseboree-barbati-200-ml-labo-p337893;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-antiseboree-barbati-200-ml-labo-10059024.jpg;false;Farmacia Tei
Sampon pentru par normal si gras Pure Resource Serie Expert,...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-pentru-par-normal-si-gras-pure-resource-serie-expert-500-ml-loreal-professionnel-p337140;https://media.farmaciatei.ro/images/products-photos/3474636505630.jpg;false;Farmacia Tei
Sampon pentru par gras PanteHair, 200 ml, Dr. Muller Pharma;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-pentru-par-gras-pantehair-200-ml-dr-muller-pharma-p340049;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-pentru-par-gras-pantehair-200-ml-dr-muller-pharma-10061193.jpg;false;Farmacia Tei
Sampon H-Purin antimatreata pentru scalp seboreic, 250 ml, Pharmaceris;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/antimatreata/sampon-h-purin-antimatreata-pentru-scalp-seboreic-250-ml-pharmaceris-p308266;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-h-purin-antimatreata-pentru-scalp-seboreic-250-ml-pharmaceris-10027716.jpg;false;Farmacia Tei
Sampon anti matreata cu grau, 190 ml, Weleda;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/antimatreata/sampon-anti-matreata-cu-grau-190-ml-weleda-p309701;https://media.farmaciatei.ro/gallery/1507/sampon-anti-matreata-cu-grau-190-ml-weleda-9892.jpg;false;Farmacia Tei
Sampon antimatreata hidratant pentru par uscat Phytosquam, 250...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/antimatreata/sampon-antimatreata-hidratant-pentru-par-uscat-phytosquam-250-ml-phyto-p323907;https://media.farmaciatei.ro/images/products-photos/sampon-antimatreata-hidratant-pentru-par-uscat-phytosquam-250-ml-phyto-124.jpg;false;Farmacia Tei
Sampon cu complex vegetal antimatreata, 250 ml, Herbagen;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/antimatreata/sampon-cu-complex-vegetal-antimatreata-250-ml-herbagen-p326718;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-cu-complex-vegetal-antimatreata-250-ml-herbagen-10047765.jpg;false;Farmacia Tei
Sampon antimatreata pentru par normal, 400 ml, Petrole Hahn;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/antimatreata/sampon-antimatreata-pentru-par-normal-400-ml-petrole-hahn-p339669;https://media.farmaciatei.ro/gallery/36765/sampon-antimatreata-pentru-par-normal-400-ml-petrole-hahn-2289.png;false;Farmacia Tei
Sampon antimatreata pentru par gras, 400 ml, Petrole Hahn;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/antimatreata/sampon-antimatreata-pentru-par-gras-400-ml-petrole-hahn-p340705;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-antimatreata-pentru-par-gras-petrole-hahn-400-ml-eugene-perma-franta-10061859.jpg;false;Farmacia Tei
Lotiune anti-matreata pe baza de zinc Squanorm, 200 ml, Ducray;N/A;https://comenzi.farmaciatei.ro/dermato-cosmetice/par/matreata/lotiune-anti-matreata-pe-baza-de-zinc-squanorm-200-ml-ducray-p308605;https://media.farmaciatei.ro/images/products-photos/lotiune-anti-matreata-pe-baza-de-zinc-squanorm-200-ml-ducray-4083.png;false;Farmacia Tei
Sampon antimatreata Sebodiane DS, 150 ml, Noreva;N/A;https://comenzi.farmaciatei.ro/dermato-cosmetice/par/matreata/sampon-antimatreata-sebodiane-ds-150-ml-noreva-p308618;https://media.farmaciatei.ro/gallery/35011/sampon-antimatreata-sebodiane-ds-150-ml-noreva-87.png;false;Farmacia Tei
Sampon cu acid glicolic pentru par gras Seskavel, 200 ml, Sesderma...;N/A;https://comenzi.farmaciatei.ro/dermato-cosmetice/par/matreata/sampon-cu-acid-glicolic-pentru-par-gras-seskavel-200-ml-sesderma-p357531;https://media.farmaciatei.ro/gallery/37070/1.jpeg;false;Farmacia Tei
Sampon cu extract de bujor pentru scalp sensibil si iritat,...;N/A;https://comenzi.farmaciatei.ro/dermato-cosmetice/par/anti-prurit/sampon-cu-extract-de-bujor-pentru-scalp-sensibil-si-iritat-200-ml-klorane-p301962;https://media.farmaciatei.ro/gallery/53681/sampon-cu-extract-de-bujor-pentru-scalp-sensibil-si-iritat-200-ml-klorane-3032.png;false;Farmacia Tei
Sampon antimatreata, 200 ml, Foltene;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/antimatreata/sampon-antimatreata-200-ml-foltene-p323074;https://media.farmaciatei.ro/images/products-photos/sampon-antimatreata-200-ml-foltene-2710.jpg;false;Farmacia Tei
Sampon nutritiv pentru par normal si gras, 350 ml, Bunica Agafia;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-nutritiv-pentru-par-normal-si-gras-350-ml-bunica-agafia-p354919;https://media.farmaciatei.ro/gallery/27896/sampon-nutritiv-pentru-par-normal-si-gras-350-ml-bunica-agafia-7970.png;false;Farmacia Tei
Sampon pentru par gras Herbals, 300 ml, Gerocossen;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-pentru-par-gras-herbals-300-ml-gerocossen-p356209;https://media.farmaciatei.ro/gallery/33059/sampon-pentru-par-gras-herbals-300-ml-gerocossen-732.jpg;false;Farmacia Tei
Sampon H-Sebopurin normalizant pentru par gras si scalp seboreic,...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-h-sebopurin-normalizant-pentru-par-gras-si-scalp-seboreic-250-ml-pharmaceris-p308267;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-h-sebopurin-normalizant-pentru-par-gras-si-scalp-seboreic-250-ml-pharmaceris-10027717.jpg;false;Farmacia Tei
Sampon pentru par gras cu extracte de dafin si echinacea, 250...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-pentru-par-gras-cu-extracte-de-dafin-si-echinacea-250-ml-korres-p330347;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-pentru-par-gras-cu-extracte-de-dafin-si-echinacea-250-ml-korres-10051455.jpg;false;Farmacia Tei
Sampon 1 cu Climbazol pentru parul normal cu tendinta de ingrasare...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-1-cu-climbazol-pentru-parul-normal-cu-tendinta-de-ingrasare-system-4-215-ml-sim-sensitive-p356653;https://media.farmaciatei.ro/gallery/34616/sampon-cu-climbazol-pentru-parul-normal-cu-tendinta-de-ingrasare-system-4-215-ml-sim-sensitive-9470.png;false;Farmacia Tei
Sampon calmant pentru piele sensibila asociata cu roseata si...;N/A;https://comenzi.farmaciatei.ro/dermato-cosmetice/par/matreata/sampon-calmant-pentru-piele-sensibila-asociata-cu-roseata-si-scuame-ivadermaseb-200-ml-ivatherm-p313296;https://media.farmaciatei.ro/images/products-photos/sampon-calmant-pentru-piele-sensibila-asociata-cu-roseata-si-scuame-ivadermaseb-200-ml-ivatherm-3068.jpg;false;Farmacia Tei
Gel de curatare Topicrem PV/DS, 200 ml, NIGY;N/A;https://comenzi.farmaciatei.ro/dermato-cosmetice/par/matreata/gel-de-curatare-topicrem-pvds-200-ml-nigy-p341970;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/gel-de-curatare-topicrem-pv-ds-200-ml-nigy-10063130.jpg;false;Farmacia Tei
Sampon H-Purin antimatreata pentru scalp sensibil, 250 ml, Pharmaceris;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/antimatreata/sampon-h-purin-antimatreata-pentru-scalp-sensibil-250-ml-pharmaceris-p308261;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-h-purin-antimatreata-pentru-scalp-sensibil-pharmaceris-250-ml-dr-irena-eirs-cosmetic-lab-10027711.jpg;false;Farmacia Tei
Spuma sebum control Tratament Expert, 150 ml, Gerovital;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/spuma-sebum-control-tratament-expert-150-ml-gerovital-p326163;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/spuma-sebum-control-gerovital-tratamentexpert-150-ml-farmec-10047175.jpg;false;Farmacia Tei
Sampon par gras si tratament impotriva caderii parului CAPILARTE,...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-par-gras-si-tratament-impotriva-caderii-parului-capilarte-300ml-dermedic-p336162;https://media.farmaciatei.ro/gallery/10026/sampon-pentru-combaterea-matretii-si-a-cauzelor-acesteia-capilarte-300-ml-dermedic-857.jpg;false;Farmacia Tei
Sampon pentru par inchis la culoare, 200 ml, Seboradin;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-pentru-par-inchis-la-culoare-200-ml-seboradin-p345810;https://media.farmaciatei.ro/images/products-photos/sampon-pentru-par-inchis-la-culoare-seboradin-200-ml-lara-603.jpg;false;Farmacia Tei
Sampon 3 delicat cu Climbazol pentru toate tipurile de par,...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-3-delicat-cu-climbazol-pentru-toate-tipurile-de-par-utilizare-zilnica-system-4-215-ml-sim-sensitive-p356656;https://media.farmaciatei.ro/gallery/34622/sampon-cu-climbazol-pentru-toate-tipurile-de-par-system-4-215-ml-sim-sensitive-736.png;false;Farmacia Tei
Sampon pentru par gras cu extract de brusture bio, 250 ml, Anthyllis;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-pentru-par-gras-cu-extract-de-brusture-bio-250-ml-anthyllis-p363465;https://media.farmaciatei.ro/gallery/56270/sampon-pentru-par-gras-cu-extract-de-brusture-bio-250-ml-anthyllis-1159.jpg;false;Farmacia Tei
Sampon pentru volum si par gras cu lemn dulce si urzica, 250...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-pentru-volum-si-par-gras-cu-lemn-dulce-si-urzica-250-ml-korres-p330348;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-pentru-volum-si-par-gras-cu-lemn-dulce-si-urzica-250-ml-korres-10051456.jpg;false;Farmacia Tei
Sampon pentru par normal si gras Pure Resource Serie Expert,...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-pentru-par-normal-si-gras-pure-resource-serie-expert-1500-ml-loreal-professionnel-p341110;https://media.farmaciatei.ro/images/products-photos/3474630180000.jpg;false;Farmacia Tei
Blue Cap capsule, 90 capsule, Catalysis;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/tratamente-par/blue-cap-capsule-90-capsule-catalysis-p300850;https://media.farmaciatei.ro/gallery/31388/blue-cap-capsule-90-capsule-catalysis-3065.png;false;Farmacia Tei
Sampon pentru par gras Gold 24K, 400 ml, Nelly Professional;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-pentru-par-gras-gold-24k-400-ml-nelly-professional-p338874;https://media.farmaciatei.ro/gallery/39626/sampon-pentru-par-gras-gold-24k-400-ml-nelly-professional-5595.jpg;false;Farmacia Tei
Pachet Sampon tratament anti-matreata pentru par normal-gras...;N/A;https://comenzi.farmaciatei.ro/dermato-cosmetice/par/matreata/pachet-sampon-tratament-anti-matreata-pentru-par-normal-gras-dercos-200-ml-200-ml-vichy-p330428;https://media.farmaciatei.ro/gallery/38401/sampon-anti-matreata-pentru-par-normal-si-gras-dercos-200-200-ml-vichy-50-reducere-din-al-doilea-produs-4422.png;false;Farmacia Tei
Sampon reechilibrant anti-recidiva Elution, 200 ml, Ducray;N/A;https://comenzi.farmaciatei.ro/dermato-cosmetice/par/utilizare-zilnica/sampon-reechilibrant-anti-recidiva-elution-200-ml-ducray-p360701;https://media.farmaciatei.ro/gallery/48353/sampon-reechilibrant-anti-recidiva-elution-200-ml-ducray-3791.jpg;false;Farmacia Tei
Sampon purifiant pentru scalp gras Phytocedrat, 250 ml, Phyto;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-purifiant-pentru-scalp-gras-phytocedrat-250-ml-phyto-p340449;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-purifiant-pentru-scalp-gras-phytocedrat-250-ml-phyto-10061600.jpg;false;Farmacia Tei
Sampon pentru par si scalp gras Oil Detox Scalp Relief, 300...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-pentru-par-si-scalp-gras-oil-detox-scalp-relief-300-ml-redken-p336184;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-pentru-par-si-scalp-gras-oil-detox-scalp-relief-300-ml-redken-10057314.jpg;false;Farmacia Tei
Sampon pentru par gras, 200 ml, Foltene;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-pentru-par-gras-200-ml-foltene-p323434;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-pentru-par-gras-200-ml-foltene-10044310.jpg;false;Farmacia Tei
Sampon volum si echilibru pentru par gras, 400 ml, Natura Siberica;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-volum-si-echilibru-pentru-par-gras-400-ml-natura-siberica-p329183;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-volum-si-echilibru-pentru-par-gras-400-ml-natura-siberica-10050280.jpg;false;Farmacia Tei
Sampon Bio cu sulf pentru par gras, 300 ml, Ziaja;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-bio-cu-sulf-pentru-par-gras-300-ml-ziaja-p340746;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-bio-cu-sulf-pentru-par-gras-300-ml-ziaja-10061900.jpg;false;Farmacia Tei
Sampon cu fructe de padure pentru par gras Copenhagen, 400 ml,...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-cu-fructe-de-padure-pentru-par-gras-copenhagen-400-ml-natura-siberica-p354936;https://media.farmaciatei.ro/gallery/27930/sampon-cu-fructe-de-padure-pentru-par-gras-copenhagen-400-ml-natura-siberica-3439.png;false;Farmacia Tei
Sampon anti-matreata Invigo Clean Scalp, 250 ml, Wella Professionals;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-anti-matreata-invigo-clean-scalp-250-ml-wella-professionals-p337908;https://media.farmaciatei.ro/images/products-photos/8005610642468.jpg;false;Farmacia Tei
Sampon si gel de dus 2 in 1 Ichthyol, 200 ml, Seboradin;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-si-gel-de-dus-2-in-1-ichthyol-200-ml-seboradin-p348196;https://media.farmaciatei.ro/images/products-photos/sampon-si-gel-de-dus-2-in-1-seboradin-ichthyol-200-ml-lara-4925.jpg;false;Farmacia Tei
Sampon pentru pentru scalp si radacini grase, 350 ml, HairBurst,...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-pentru-pentru-scalp-si-radacini-grase-350-ml-hairburst-350-ml-hairburst-p358682;https://media.farmaciatei.ro/gallery/40644/smpon-pentru-pentru-scalp-si-radacini-grase-350-ml-hairburst-2189.png;false;Farmacia Tei
Sampon Antimatreata PanteHair, 200 ml, Dr. Muller Pharma;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/antimatreata/sampon-antimatreata-pantehair-200-ml-dr-muller-pharma-p340027;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-antimatreata-pantehair-200-ml-dr-muller-pharma-10061171.jpg;false;Farmacia Tei
Pachet Sampon antimatreata pentru par normal Selsun Blue, 200...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/antimatreata/pachet-sampon-antimatreata-pentru-par-normal-selsun-blue-200-ml-200-ml-chattem-p343777;https://media.farmaciatei.ro/images/products-photos/5010797005725-2-5.jpg;false;Farmacia Tei
Ser tratament pentru scalp cu mancarime si matreata, 100 ml,...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/antimatreata/ser-tratament-pentru-scalp-cu-mancarime-si-matreata-100-ml-nioxin-p354871;https://media.farmaciatei.ro/gallery/27785/ser-tratament-pentru-scalp-cu-mancarime-si-matreata-pyrithione-zinc-100-ml-nioxin-1612.png;false;Farmacia Tei
Sampon impotriva matretii Herbals, 300 ml, Gerocossen;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/antimatreata/sampon-impotriva-matretii-herbals-300-ml-gerocossen-p356212;https://media.farmaciatei.ro/gallery/33065/sampon-impotriva-matretii-300-ml-gerocossen-4353.jpg;false;Farmacia Tei
Sampon antimatreata cu extract de salvie si urzica Eco Bio,...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/antimatreata/sampon-antimatreata-cu-extract-de-salvie-si-urzica-eco-bio-250-ml-anthyllis-p353353;https://media.farmaciatei.ro/gallery/20399/sampon-antimatreata-cu-salvie-si-urzica-eco-bio-250-ml-anthyllis-9665.jpg;false;Farmacia Tei
Lotiune hidratanta si calmanta pentru scalp, 10 x 5 ml, La Saponaria;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/tratamente-par/lotiune-hidratanta-si-calmanta-pentru-scalp-10-x-5-ml-la-saponaria-p371441;https://media.farmaciatei.ro/gallery/75777/lotiune-hidratanta-si-calmanta-pentru-scalp-10-x-5-ml-la-saponaria-8630.png;false;Farmacia Tei
Blue cap sampon, 400 ml, Catalysis;N/A;https://comenzi.farmaciatei.ro/dermato-cosmetice/par/matreata/blue-cap-sampon-400-ml-catalysis-p301221;https://media.farmaciatei.ro/gallery/42604/blue-cap-sampon-400-ml-catalysis-4835.jpg;false;Farmacia Tei
Sampon dermocalmant Dercos, 200 ml, Vichy;N/A;https://comenzi.farmaciatei.ro/dermato-cosmetice/par/anti-prurit/sampon-dermocalmant-dercos-200-ml-vichy-p301768;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-dermocalmant-dercos-200-ml-vichy-10018693.jpg;false;Farmacia Tei
Pachet Sampon dermatologic antimatreata, 200 ml + 200 ml, Sebamed;N/A;https://comenzi.farmaciatei.ro/dermato-cosmetice/par/matreata/pachet-sampon-dermatologic-antimatreata-200-ml-200-ml-sebamed-p338041;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-dermatologic-antimatreata-200-200-ml-sebamed-50-reducere-la-al-doilea-produs-10059172.jpg;false;Farmacia Tei
Pachet Sampon tratament anti-matreata grasa Squanorm, 200 ml...;N/A;https://comenzi.farmaciatei.ro/dermato-cosmetice/par/matreata/pachet-sampon-tratament-anti-matreata-grasa-squanorm-200-ml-200-ml-ducray-p340080;https://media.farmaciatei.ro/images/products-photos/pachet-sampon-tratament-anti-matreata-grasa-squanorm-200-ml-200-ml-ducray-4099.jpg;false;Farmacia Tei
Pachet Sampon tratament anti-matreata pentru par normal-gras...;N/A;https://comenzi.farmaciatei.ro/dermato-cosmetice/par/matreata/pachet-sampon-tratament-anti-matreata-pentru-par-normal-gras-dercos-200-ml-200-ml-vichy-p349912;https://media.farmaciatei.ro/gallery/4283/pachet-sampon-tratament-anti-matreata-pentru-par-normal-gras-dercos-200-ml-200-ml-vichy-2678.png;false;Farmacia Tei
Sampon intensiv calmant antiscuame Psoriane, 125 g, Noreva;N/A;https://comenzi.farmaciatei.ro/dermato-cosmetice/par/matreata/sampon-intensiv-calmant-antiscuame-psoriane-125-g-noreva-p326505;https://media.farmaciatei.ro/gallery/35015/sampon-intensiv-calmant-antiscuame-psoriane-125-g-noreva-5275.png;false;Farmacia Tei
Sampon exfoliant impotriva matretii aderente Dercos Micro Peel,...;N/A;https://comenzi.farmaciatei.ro/dermato-cosmetice/par/matreata/sampon-exfoliant-impotriva-matretii-aderente-dercos-micro-peel-200-ml-vichy-p339107;https://media.farmaciatei.ro/images/products-photos/res-bfd1b6688f201bdb81e94d46a95138a2-full.jpg;false;Farmacia Tei
Sampon anti-matreata pentru par normal sau gras Serie Expert...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-anti-matreata-pentru-par-normal-sau-gras-serie-expert-instant-clear-300-ml-loreal-professionnel-p341089;https://media.farmaciatei.ro/images/products-photos/3474636568918.jpg;false;Farmacia Tei
Sampon pentru protectia culorii parului Protect, 200 ml, Seboradin;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-pentru-protectia-culorii-parului-protect-200-ml-seboradin-p345830;https://media.farmaciatei.ro/images/products-photos/sampon-pentru-protectia-culorii-parului-seboradin-protect-200-ml-lara-6607.jpg;false;Farmacia Tei
Sampon Antiseboree Femei, 200 ml, Labo;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-antiseboree-femei-200-ml-labo-p337886;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-antiseboree-femei-200-ml-labo-10059017.jpg;false;Farmacia Tei
Sampon purificator pentru par gras cu lamaie si eucalipt Natural...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-purificator-pentru-par-gras-cu-lamaie-si-eucalipt-natural-care-500-ml-gerocossen-p352118;https://media.farmaciatei.ro/gallery/11926/sampon-purificator-pentru-par-gras-cu-lamaie-si-eucalipt-natural-care-500-ml-gerocossen-4613.jpg;false;Farmacia Tei
Sampon tonifiant pentru par gras, 350 ml, Bunica Agafia;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-tonifiant-pentru-par-gras-350-ml-bunica-agafia-p354921;https://media.farmaciatei.ro/gallery/27900/sampon-tonifiant-pentru-par-gras-350-ml-bunica-agafia-4548.png;false;Farmacia Tei
Sampon purificator pentru par normal cu tendinta de ingrasare...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-purificator-pentru-par-normal-cu-tendinta-de-ingrasare-argila-extraordinara-250-ml-elseve-p362354;https://media.farmaciatei.ro/gallery/53247/sampon-purificator-pentru-par-normal-cu-tendinta-de-ingrasare-argila-extraordinara-200-ml-elseve-1381.png;false;Farmacia Tei
Sampon bland pentru par gras cu struguri albi si flori tei L'angelica...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-bland-pentru-par-gras-cu-struguri-albi-si-flori-tei-langelica-botanics-250-ml-coswell-p309456;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-bland-pentru-par-gras-cu-struguri-albi-si-flori-tei-l-angelica-botanics-250-ml-coswell-10029203.jpg;false;Farmacia Tei
Sampon cu extract de urzica pentru reglarea sebumului, 400 ml,...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-cu-extract-de-urzica-pentru-reglarea-sebumului-400-ml-klorane-p330372;https://media.farmaciatei.ro/images/products-photos/klorane-sampon-urzica-400-ml.png;false;Farmacia Tei
Sampon pentru prospetime si echilibrare pentru par gras cu lamaie...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-pentru-prospetime-si-echilibrare-pentru-par-gras-cu-lamaie-si-menta-250-ml-lavera-p333103;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-pentru-prospetime-si-echilibrare-pentru-par-gras-cu-lamaie-si-menta-250-ml-lavera-10054215.jpg;false;Farmacia Tei
Sampon purificator recomandat parului normal spre gras Pure...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-purificator-recomandat-parului-normal-spre-gras-pure-resource-300-ml-loreal-professionnel-p334869;https://media.farmaciatei.ro/images/products-photos/3474636505623.jpg;false;Farmacia Tei
Sampon pentru par gras uz frecvent Phytopanama, 250 ml, Phyto;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-pentru-par-gras-uz-frecvent-phytopanama-250-ml-phyto-p340450;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-pentru-par-gras-uz-frecvent-phytopanama-250-ml-phyto-10061601.jpg;false;Farmacia Tei
Pachet sampon pentru par normal si gras cu extract de urzica,...;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/pachet-sampon-pentru-par-normal-si-gras-cu-extract-de-urzica-2-x-250-ml-trio-verde-p363864;https://media.farmaciatei.ro/gallery/57291/pachet-sampon-pentru-par-normal-si-gras-cu-extract-de-urzica-2-x-250-ml-trio-verde-6969.jpg;false;Farmacia Tei
Sampon cu extract de urzica pentru par gras, 250 ml, Essentiq;N/A;https://comenzi.farmaciatei.ro/ingrijire-personala/ingrijire-par/sampon/sampon-cu-extract-de-urzica-pentru-par-gras-250-ml-essentiq-p331960;https://media.farmaciatei.ro/images/products-photos/comenzi.farmaciatei.ro/sampon-cu-extract-de-urzica-pentru-par-gras-250-ml-essentiq-10053071.jpg;false;Farmacia Tei
